"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
20,"RL",76,9158,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","1Fam","1Story",8,5,135,57,"Gable","CompShg","CemntBd","CmentBd","Stone",140,3,3,"PConc",3,3,4,2,0,2,0,1496,1496,"GasA",5,"Y","SBrkr",1496,0,0,1496,0,0,2,0,1,4,7,"Typ",0,"Attchd",107,"Fin",2,474,3,3,"Y",168,130,0,0,0,0,0,6,1,"New","Partial",225000
60,"RL",83.7770952380952,10832,"Pave","IR1","Lvl","Corner",1,"Gilbert","Norm","Norm","1Fam","2Story",7,5,122,46,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,712,712,"GasA",5,"Y","SBrkr",1086,809,0,1895,0,0,2,1,1,4,7,"Typ",1,"Attchd",94,"Fin",2,409,3,3,"Y",143,46,0,0,0,0,500,10,2,"WD","Normal",194500
60,"RL",70,8400,"Pave","Reg","Lvl","Inside",1,"SawyerW","Norm","Norm","1Fam","2Story",6,6,108,31,"Gable","CompShg","HdBoard","HdBoard","BrkFace",130,2,3,"CBlock",3,3,2,2,0,2,0,650,650,"GasA",3,"Y","SBrkr",888,676,0,1564,0,0,2,1,1,3,7,"Typ",1,"Attchd",80,"Unf",2,476,3,3,"Y",0,50,0,0,204,0,0,4,4,"WD","Normal",171000
20,"RL",71,8197,"Pave","Reg","Lvl","Inside",1,"Sawyer","Norm","Norm","1Fam","1Story",6,5,105,27,"Gable","CompShg","Plywood","Plywood","BrkFace",148,2,3,"CBlock",2,3,2,2,0,2,0,660,660,"GasA",5,"Y","SBrkr",1285,0,0,1285,0,0,1,1,1,3,7,"Typ",1,"Attchd",77,"RFn",2,528,3,3,"Y",138,0,0,0,0,0,0,4,1,"WD","Normal",143500
20,"RL",57,7677,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,5,81,3,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",2,3,2,5,570,2,0,203,773,"GasA",4,"Y","SBrkr",773,0,0,773,0,0,1,0,1,3,4,"Typ",0,"Attchd",53,"Unf",1,240,3,3,"Y",0,0,0,0,0,0,0,4,2,"WD","Abnorml",110000
60,"RL",104,13518,"Pave","Reg","Lvl","Inside",1,"NridgHt","Norm","Norm","1Fam","2Story",9,5,136,59,"Hip","CompShg","VinylSd","VinylSd","Stone",860,4,3,"PConc",4,3,2,2,0,2,0,1926,1926,"GasA",5,"Y","SBrkr",1966,1174,0,3140,0,0,3,1,1,5,11,"Typ",2,"BuiltIn",109,"Fin",3,820,3,3,"Y",144,78,0,0,0,0,0,7,3,"New","Partial",485000
50,"RL",60,7200,"Pave","Reg","Lvl","Corner",1,"SWISU","Feedr","Norm","1Fam","1.5Fin",5,7,65,0,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",252,2,3,"BrkTil",3,3,2,6,569,2,0,162,731,"GasA",5,"Y","SBrkr",981,787,0,1768,1,0,1,1,1,4,7,"Typ",2,"Detchd",39,"Unf",1,240,3,3,"Y",0,0,264,0,0,0,0,6,1,"WD","Normal",175000
60,"RL",79,12798,"Pave","IR1","HLS","Inside",2,"ClearCr","Feedr","Norm","1Fam","2Story",6,5,125,47,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,5,7,462,2,0,154,616,"GasA",4,"Y","SBrkr",616,1072,0,1688,1,0,2,1,1,4,8,"Typ",0,"Attchd",97,"RFn",2,603,3,3,"Y",403,114,185,0,0,0,400,5,2,"WD","Normal",200000
30,"RM",40,4800,"Pave","Reg","Lvl","Inside",1,"IDOTRR","Norm","Norm","1Fam","1Story",4,7,44,40,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,3,2,3,197,2,0,999,1196,"GasA",5,"Y","FuseA",1196,0,0,1196,1,0,1,0,1,3,5,"Typ",0,"Detchd",57,"Unf",2,440,3,3,"Y",0,0,0,0,0,0,0,7,1,"WD","Normal",109900
60,"RL",63,8199,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","2Story",7,5,133,55,"Gable","CompShg","WdShing","Wd Shng","None",0,3,3,"PConc",3,3,4,7,648,2,0,80,728,"GasA",5,"Y","SBrkr",728,728,0,1456,1,0,2,1,1,4,7,"Typ",1,"Attchd",105,"Fin",2,410,3,3,"Y",36,18,0,0,0,0,0,10,2,"WD","Normal",189000
60,"RL",107,13891,"Pave","Reg","Lvl","Inside",1,"NridgHt","Norm","Norm","1Fam","2Story",9,5,136,59,"Hip","CompShg","VinylSd","VinylSd","Stone",424,4,3,"PConc",4,3,5,2,0,2,0,1734,1734,"GasA",5,"Y","SBrkr",1734,1088,0,2822,0,0,3,1,1,5,12,"Typ",1,"BuiltIn",109,"RFn",3,1020,3,3,"Y",52,170,0,0,192,0,0,1,3,"New","Partial",582933
20,"RL",75,9000,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,5,82,4,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",2,3,2,3,812,2,0,124,936,"GasA",3,"Y","SBrkr",1128,0,0,1128,0,0,1,0,1,3,5,"Min1",0,"Attchd",54,"Unf",1,286,3,3,"Y",0,0,0,0,0,0,0,6,0,"WD","Family",118000
20,"RL",91,12274,"Pave","IR1","Lvl","FR2",1,"Somerst","Norm","Norm","1Fam","1Story",7,5,136,58,"Gable","CompShg","VinylSd","VinylSd","Stone",256,3,3,"PConc",3,3,2,2,0,2,0,1417,1417,"GasA",5,"Y","SBrkr",1428,0,0,1428,0,0,2,0,1,5,6,"Typ",0,"Attchd",108,"RFn",2,554,3,3,"Y",0,60,0,0,0,0,0,7,2,"New","Partial",227680
80,"RL",75,9750,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","SLvl",5,5,95,17,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",2,3,4,6,400,4,480,100,980,"GasA",4,"Y","SBrkr",980,0,0,980,0,0,2,0,1,3,6,"Typ",0,"Attchd",67,"Fin",1,384,3,3,"Y",68,0,0,0,0,0,0,10,0,"WD","Normal",135500
70,"RL",144,21384,"Pave","Reg","Lvl","Inside",1,"BrkSide","Norm","Norm","1Fam","2Story",5,6,51,54,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",2,3,5,7,1309,2,0,15,1324,"GasA",5,"Y","SBrkr",1072,504,0,1576,2,0,1,1,1,4,6,"Typ",1,"Attchd",23,"RFn",2,528,3,3,"Y",0,312,0,0,0,0,0,5,3,"WD","Normal",223500
80,"RL",85,13400,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","SLvl",5,5,94,16,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1047,2,3,"CBlock",2,3,4,6,516,5,128,380,1024,"GasA",3,"Y","SBrkr",1086,0,0,1086,1,0,1,0,1,3,6,"Typ",1,"Attchd",66,"RFn",2,484,3,3,"Y",0,0,0,0,0,0,0,6,0,"WD","Normal",159950
75,"RM",90,8100,"Pave","Reg","Lvl","Corner",1,"OldTown","Norm","Norm","1Fam","2.5Unf",5,5,26,15,"Hip","CompShg","AsbShng","AsbShng","None",0,2,3,"PConc",2,3,2,2,0,2,0,849,849,"GasA",3,"N","FuseA",1075,1063,0,2138,0,0,2,0,3,3,11,"Typ",0,"Detchd",10,"Unf",2,360,2,1,"N",40,156,0,0,0,0,0,11,3,"WD","Normal",106000
20,"RL",78,10140,"Pave","Reg","Lvl","Inside",1,"NWAmes","Norm","Norm","1Fam","1Story",6,6,102,49,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,2,3,"CBlock",2,3,2,6,663,3,377,0,1040,"GasA",2,"Y","SBrkr",1309,0,0,1309,1,0,1,1,1,4,5,"Typ",1,"Attchd",74,"RFn",2,484,3,3,"Y",265,0,0,0,0,648,0,1,0,"WD","Normal",181000
120,"RM",38.2669428571429,4438,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,132,54,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,3,3,"PConc",3,3,5,7,662,2,0,186,848,"GasA",5,"Y","SBrkr",848,0,0,848,1,0,1,0,1,4,4,"Typ",1,"Attchd",104,"Fin",2,420,3,3,"Y",140,0,0,0,0,0,0,6,2,"ConLD","Normal",144500
20,"C (all)",66,8712,"Grvl","Reg","Bnk","Inside",2,"IDOTRR","Norm","Norm","1Fam","1Story",5,5,80,2,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,1,3,"CBlock",2,3,4,2,0,2,0,540,540,"GasA",3,"N","FuseA",1044,0,0,1044,0,0,1,0,1,2,4,"Typ",0,"Basment",52,"Unf",2,504,3,3,"N",0,0,0,0,0,0,54,6,4,"WD","Alloca",55993
20,"RL",75,9750,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",6,6,86,8,"Gable","CompShg","MetalSd","MetalSd","BrkFace",243,2,3,"CBlock",2,3,2,4,608,2,0,834,1442,"GasA",4,"Y","SBrkr",1442,0,0,1442,0,0,1,1,1,3,7,"Typ",0,"Attchd",58,"RFn",1,301,3,3,"Y",0,0,275,0,0,0,500,4,1,"COD","Normal",157900
50,"RL",45,8248,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","1Fam","1.5Fin",5,7,46,0,"Gable","CompShg","Stucco","Stucco","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,686,686,"GasW",4,"Y","SBrkr",686,564,0,1250,0,1,1,1,1,2,7,"Typ",0,"Detchd",55,"Unf",1,280,3,3,"P",207,0,96,0,0,0,0,7,0,"WD","Normal",116000
20,"RL",48,12137,"Pave","IR2","Lvl","CulDSac",1,"CollgCr","Norm","Norm","1Fam","1Story",7,5,126,48,"Gable","CompShg","VinylSd","VinylSd","BrkFace",442,2,3,"PConc",3,3,2,2,0,2,0,1649,1649,"GasA",5,"Y","SBrkr",1661,0,0,1661,0,0,2,0,1,4,6,"Typ",0,"Attchd",98,"RFn",2,598,3,3,"Y",0,34,0,0,0,0,0,5,4,"WD","Normal",224900
20,"RL",80.7143333333333,11425,"Pave","IR1","Lvl","Corner",1,"NAmes","Norm","Norm","1Fam","1Story",5,6,82,4,"Gable","CompShg","BrkFace","BrkFace","None",0,2,3,"CBlock",2,3,2,5,486,2,0,522,1008,"GasA",4,"Y","SBrkr",1008,0,0,1008,0,0,1,0,1,3,4,"Typ",1,"Attchd",54,"RFn",1,275,3,3,"Y",0,0,120,0,0,0,0,7,0,"WD","Normal",137000
20,"RL",77.9164,13265,"Pave","IR1","Lvl","CulDSac",1,"Mitchel","Norm","Norm","1Fam","1Story",8,5,130,52,"Hip","CompShg","CemntBd","CmentBd","BrkFace",148,3,3,"PConc",3,3,2,7,1218,2,0,350,1568,"GasA",5,"Y","SBrkr",1689,0,0,1689,1,0,2,0,1,4,7,"Typ",2,"Attchd",102,"RFn",3,857,3,3,"Y",150,59,0,0,0,0,0,7,2,"WD","Normal",271000
80,"RL",80,8816,"Pave","Reg","Lvl","Inside",1,"ClearCr","Norm","Norm","1Fam","SLvl",6,7,99,21,"Gable","CompShg","HdBoard","HdBoard","BrkFace",80,2,3,"CBlock",2,3,4,7,504,2,0,506,1010,"GasA",4,"Y","SBrkr",1052,0,0,1052,1,0,1,0,1,3,6,"Typ",0,"Attchd",71,"Unf",2,440,3,3,"Y",0,0,0,0,0,0,0,6,4,"WD","Normal",155000
120,"RL",44,6371,"Pave","IR1","Lvl","Inside",1,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,137,60,"Gable","CompShg","VinylSd","VinylSd","Stone",128,3,3,"PConc",3,3,3,7,733,2,0,625,1358,"GasA",5,"Y","SBrkr",1358,0,0,1358,1,0,2,0,1,4,6,"Typ",1,"Attchd",110,"RFn",2,484,3,3,"Y",192,35,0,0,0,0,0,6,4,"New","Partial",224000
60,"RL",72,7226,"Pave","IR1","Lvl","CulDSac",1,"CollgCr","Norm","Norm","1Fam","2Story",7,5,131,53,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,798,798,"GasA",5,"Y","SBrkr",798,842,0,1640,0,0,2,1,1,4,6,"Typ",0,"Attchd",103,"RFn",2,595,3,3,"Y",0,45,0,0,0,0,0,6,2,"WD","Normal",183000
20,"RM",60,6000,"Pave","Reg","Bnk","Inside",2,"OldTown","Norm","Norm","2fmCon","1Story",4,4,81,3,"Gable","CompShg","MetalSd","MetalSd","None",0,1,3,"CBlock",1,3,2,2,0,2,0,936,936,"GasA",3,"N","SBrkr",936,0,0,936,0,0,1,0,1,3,4,"Min2",0,"Detchd",74,"Unf",2,576,3,3,"Y",0,32,112,0,0,0,0,2,3,"WD","Normal",93000
60,"RL",83.4755619047619,12394,"Pave","IR1","Lvl","Corner",1,"Gilbert","Norm","Norm","1Fam","2Story",7,5,131,53,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,5,2,0,2,0,847,847,"GasA",5,"Y","SBrkr",847,886,0,1733,0,0,2,1,1,4,7,"Typ",1,"BuiltIn",103,"Fin",2,433,3,3,"Y",100,48,0,0,0,0,0,10,1,"WD","Family",225000
50,"RL",60,9900,"Pave","Reg","Lvl","Inside",1,"SWISU","Norm","Norm","1Fam","1.5Fin",6,7,68,0,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,778,778,"GasA",3,"Y","SBrkr",944,545,0,1489,0,0,2,0,1,3,7,"Typ",1,"Detchd",40,"Unf",1,240,3,3,"Y",335,0,0,0,0,0,0,7,3,"WD","Normal",139500
20,"FV",81,11216,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","1Fam","1Story",8,5,134,56,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,4,2,2,0,2,0,1489,1489,"GasA",5,"Y","SBrkr",1489,0,0,1489,0,0,2,0,1,4,7,"Typ",1,"Attchd",106,"RFn",2,776,3,3,"Y",0,140,0,0,0,0,0,6,0,"New","Partial",232600
20,"RL",114,14803,"Pave","Reg","Lvl","Inside",1,"NridgHt","PosN","PosN","1Fam","1Story",10,5,135,58,"Hip","CompShg","CemntBd","CmentBd","BrkFace",816,4,3,"PConc",4,3,4,7,1636,2,0,442,2078,"GasA",5,"Y","SBrkr",2084,0,0,2084,1,0,2,0,1,5,7,"Typ",1,"Attchd",107,"Fin",3,1220,3,3,"Y",188,45,0,0,0,0,0,6,2,"New","Partial",385000
45,"RM",50,6130,"Pave","Reg","Lvl","Inside",1,"BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,52,0,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"BrkTil",2,3,2,6,784,2,0,0,784,"GasA",4,"Y","SBrkr",784,0,0,784,1,0,1,0,1,4,5,"Typ",0,"Detchd",36.85,"Unf",0,0,2.64428571428571,2.778,"Y",0,0,116,0,0,0,0,5,2,"WD","Normal",109500
20,"RL",65,8529,"Pave","IR1","Lvl","Inside",1,"SawyerW","Norm","Norm","1Fam","1Story",7,5,129,51,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,7,20,2,0,1434,1454,"GasA",5,"Y","SBrkr",1434,0,0,1434,0,0,2,0,1,4,6,"Typ",1,"Attchd",101,"RFn",2,527,3,3,"Y",290,39,0,0,0,0,0,4,3,"WD","Normal",189000
60,"RL",93.5365,28698,"Pave","IR2","Low","CulDSac",3,"ClearCr","Norm","Norm","1Fam","2Story",5,5,95,17,"Flat","Tar&Grv","Plywood","Plywood","None",0,2,3,"PConc",2,4,5,3,249,6,764,0,1013,"GasA",3,"Y","SBrkr",1160,966,0,2126,0,1,2,1,1,3,7,"Min2",0,"Attchd",67,"Fin",2,538,3,3,"Y",486,0,0,0,225,0,0,6,3,"WD","Abnorml",185000
160,"FV",24,2544,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","Twnhs","2Story",7,5,133,55,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,600,600,"GasA",5,"Y","SBrkr",520,623,80,1223,0,0,2,1,1,4,4,"Typ",0,"Detchd",105,"RFn",2,480,3,3,"Y",0,166,0,0,0,0,0,7,0,"WD","Normal",147400
20,"RL",80,11900,"Pave","IR1","Lvl","Corner",1,"NAmes","Norm","Norm","1Fam","1Story",6,5,85,7,"Gable","CompShg","HdBoard","HdBoard","BrkFace",387,2,3,"CBlock",2,3,2,4,1040,2,0,352,1392,"GasA",3,"Y","FuseA",1392,0,0,1392,1,0,1,1,1,3,6,"Typ",2,"Attchd",57,"RFn",2,458,3,3,"Y",0,0,0,0,192,0,0,6,2,"WD","Normal",166000
160,"FV",30,3180,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","TwnhsE","2Story",7,5,133,55,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"PConc",3,3,2,2,0,2,0,600,600,"GasA",5,"Y","SBrkr",520,600,80,1200,0,0,2,1,1,4,4,"Typ",0,"Detchd",105,"RFn",2,480,3,3,"Y",0,166,0,0,0,0,0,6,0,"WD","Normal",151000
60,"RL",44,9548,"Pave","IR1","Lvl","CulDSac",1,"CollgCr","Norm","Norm","1Fam","2Story",7,6,131,53,"Gable","CompShg","VinylSd","VinylSd","BrkFace",223,3,3,"PConc",3,3,2,7,483,2,0,458,941,"GasA",5,"Y","SBrkr",941,888,0,1829,1,0,2,1,1,4,7,"Typ",1,"Attchd",103,"RFn",2,613,3,3,"Y",192,39,0,0,0,0,0,1,4,"WD","Normal",237000
20,"RL",100,10004,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",6,6,92,14,"Gable","CompShg","HdBoard","Plywood","BrkFace",180,2,3,"CBlock",2,3,2,4,196,5,345,975,1516,"GasA",3,"Y","SBrkr",1516,0,0,1516,0,0,1,1,1,3,6,"Typ",0,"Attchd",64,"RFn",2,472,3,3,"Y",0,0,0,0,152,0,0,2,3,"WD","Normal",167000
20,"RL",75,7875,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,6,89,11,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,2,3,"CBlock",2,3,2,4,572,2,0,572,1144,"GasA",4,"Y","SBrkr",1144,0,0,1144,1,0,1,0,1,3,6,"Typ",0,"Attchd",61,"Unf",2,456,3,3,"Y",0,0,0,0,0,0,0,9,2,"WD","Normal",139950
20,"RL",60,9600,"Pave","Reg","Lvl","Inside",1,"Sawyer","Norm","Norm","1Fam","1Story",4,7,78,45,"Gable","CompShg","VinylSd","HdBoard","None",0,2,3,"CBlock",3,3,2,5,442,2,0,625,1067,"GasA",3,"Y","SBrkr",1067,0,0,1067,0,0,2,0,1,4,4,"Min2",0,"Attchd",96,"Unf",2,436,3,3,"Y",290,0,0,0,0,0,0,2,4,"WD","Normal",128000
30,"RM",90,8100,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","1Story",5,6,76,23,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"BrkTil",2,3,2,4,338,2,0,1221,1559,"GasA",4,"Y","SBrkr",1559,0,0,1559,1,0,1,0,1,3,5,"Min2",0,"Detchd",48,"Unf",2,812,3,3,"Y",0,116,230,0,0,0,0,6,1,"COD","Normal",153500
160,"RM",21,1680,"Pave","Reg","Lvl","Inside",1,"BrDale","Norm","Norm","Twnhs","2Story",6,5,101,23,"Gable","CompShg","HdBoard","HdBoard","BrkFace",158,2,3,"CBlock",2,3,2,5,330,2,0,153,483,"GasA",3,"Y","SBrkr",483,504,0,987,1,0,1,1,1,3,5,"Typ",0,"Detchd",73,"Unf",1,264,3,3,"Y",0,0,0,0,0,0,0,11,2,"WD","Normal",100000
20,"RL",75,9525,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",5,6,123,56,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,2,2,0,2,0,1099,1099,"GasA",5,"Y","SBrkr",1099,0,0,1099,0,0,1,1,1,4,6,"Typ",0,"Attchd",99,"Unf",1,352,3,3,"Y",278,0,0,0,0,0,0,6,2,"WD","Normal",144000
50,"RL",70,11767,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","1Fam","1.5Fin",5,6,74,45,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,3,2,5,352,2,0,416,768,"GasA",5,"Y","SBrkr",768,432,0,1200,0,0,1,0,1,3,6,"Typ",0,"Detchd",46,"Unf",1,240,3,3,"Y",0,0,0,0,0,0,0,5,2,"WD","Normal",130500
70,"RH",65.5813333333333,12155,"Pave","IR1","Lvl","Inside",1,"SWISU","Norm","Norm","1Fam","2Story",6,8,53,0,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",2,3,2,5,156,2,0,516,672,"GasA",3,"N","SBrkr",810,672,0,1482,0,0,2,0,1,2,7,"Typ",0,"Detchd",34,"Unf",1,400,3,3,"P",0,0,254,0,0,0,0,3,2,"WD","Normal",140000
70,"RM",60,10440,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","2Story",5,8,32,52,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"PConc",2,3,2,2,0,2,0,650,650,"GasA",4,"Y","SBrkr",958,581,0,1539,0,0,2,0,1,4,8,"Typ",1,"Detchd",83,"Unf",2,686,4,3,"P",70,78,68,0,0,0,0,6,2,"WD","Normal",157500
80,"RL",82,9020,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","SLvl",6,7,94,16,"Gable","CompShg","HdBoard","HdBoard","BrkFace",183,2,3,"CBlock",2,3,5,4,312,6,539,276,1127,"GasA",3,"Y","SBrkr",1165,0,0,1165,1,0,1,1,1,3,6,"Typ",0,"Attchd",66,"RFn",2,490,4,4,"Y",0,129,0,0,0,0,0,5,2,"WD","Normal",174900
90,"RL",80,8000,"Pave","Reg","Lvl","Corner",1,"NAmes","Artery","Norm","Duplex","1Story",5,4,89,11,"Gable","CompShg","BrkFace","BrkFace","None",0,2,3,"CBlock",2,3,2,2,0,2,0,1800,1800,"GasA",5,"N","SBrkr",1800,0,0,1800,0,0,2,0,2,3,10,"Typ",0,"Detchd",61.2372,"Unf",0,0,2.818,2.838,"Y",0,0,0,0,0,0,0,7,1,"WD","Normal",141000
50,"RM",100,12665,"Pave","IR1","Lvl","Inside",1,"OldTown","Artery","Norm","1Fam","1.5Fin",5,8,43,0,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",2,3,3,2,0,2,0,876,876,"GasA",4,"Y","SBrkr",876,540,0,1416,0,0,1,1,1,3,7,"Typ",1,"Detchd",49,"Unf",3,720,3,3,"Y",418,0,194,0,0,0,0,6,2,"WD","Normal",153900
85,"RL",71.9447833333333,16647,"Pave","IR1","Lvl","CulDSac",1,"Sawyer","RRAe","Norm","1Fam","SFoyer",5,5,103,31,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,3,5,6,1390,2,0,0,1390,"GasA",3,"Y","SBrkr",1701,0,0,1701,1,0,2,0,1,3,6,"Min2",2,"Basment",75,"Fin",2,611,3,3,"Y",0,0,0,0,0,0,0,1,1,"WD","Normal",171000
60,"RL",75,9317,"Pave","Reg","Lvl","Inside",1,"SawyerW","Norm","Norm","1Fam","2Story",7,5,121,43,"Gable","CompShg","HdBoard","HdBoard","BrkFace",137,3,3,"PConc",3,3,2,6,513,2,0,227,740,"GasA",5,"Y","SBrkr",1006,769,0,1775,1,0,2,1,1,4,7,"Typ",1,"Attchd",93,"Unf",2,425,3,3,"Y",234,72,192,0,0,0,0,7,3,"WD","Normal",213000
20,"RL",36,15523,"Pave","IR1","Lvl","CulDSac",1,"CollgCr","Norm","Norm","1Fam","1Story",5,6,100,22,"Gable","CompShg","HdBoard","Plywood","None",0,2,3,"CBlock",2,3,4,5,460,2,0,404,864,"GasA",5,"Y","SBrkr",864,0,0,864,1,0,1,0,1,3,5,"Typ",1,"Attchd",72,"Unf",1,338,3,3,"Y",0,0,0,0,0,0,0,8,3,"WD","Normal",133500
50,"RL",75,45600,"Pave","IR2","Bnk","Inside",1,"ClearCr","Norm","Norm","1Fam","1.5Fin",6,8,36,47,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,907,907,"GasA",3,"Y","SBrkr",1307,1051,0,2358,0,0,3,0,1,3,10,"Typ",1,"Detchd",8,"Unf",2,360,2,3,"Y",486,40,0,0,175,0,0,9,2,"WD","Normal",240000
80,"RL",80,9600,"Pave","Reg","Lvl","FR2",1,"Veenker","Feedr","Norm","1Fam","SLvl",6,7,104,44,"Hip","CompShg","Plywood","Plywood","BrkFace",360,3,4,"CBlock",2,3,2,2,0,2,0,528,528,"GasA",5,"Y","SBrkr",1094,761,0,1855,0,0,2,1,1,3,7,"Typ",1,"Attchd",76,"RFn",2,512,3,3,"Y",113,100,0,0,0,0,0,8,1,"WD","Normal",187000
120,"RM",36,4435,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,131,53,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,3,3,"PConc",3,3,4,7,659,2,0,189,848,"GasA",5,"Y","SBrkr",848,0,0,848,1,0,1,0,1,4,3,"Typ",0,"Attchd",103,"Fin",2,420,3,3,"Y",140,0,0,0,0,0,0,11,1,"WD","Normal",131500
120,"RL",44.8188212121212,3196,"Pave","Reg","Lvl","Inside",1,"Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,131,53,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,3,3,"PConc",3,3,5,2,0,2,0,1273,1273,"GasA",5,"Y","SBrkr",1456,0,0,1456,0,0,2,0,1,4,7,"Typ",1,"Attchd",103,"Fin",2,400,3,3,"Y",143,20,0,0,0,0,0,5,0,"WD","Normal",215000
75,"RL",53,7128,"Pave","Reg","Lvl","Inside",1,"Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,69,0,"Gable","CompShg","MetalSd","MetalSd","None",0,2,4,"CBlock",2,3,2,4,364,2,0,554,918,"GasA",4,"Y","SBrkr",918,728,0,1646,0,0,2,0,1,3,7,"Typ",2,"Detchd",41,"Unf",1,240,3,3,"Y",0,0,0,0,126,0,0,8,1,"WD","Normal",164000
